Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Section title,Component ID,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes,Requirement,Requirement source (LHMP_IA row),LHMP_IA section,LHMP_IA component,Match basis,Confidence,Renders on page,Why it does not render,Original type,Original type name,Replaced by (live component ID),Replacement match basis
T4-198,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,Hazard of Concern,2384448,Card on Hazards_of_Concern,"column geoid_county - meta_lookup | stored meta_lookup=undefined | live meta_lookup=""{\""view_id\"":\""1108098\"",\""keyAttribute\"":\""geoid","Columns menu > ""geoid_county"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_county,Open,,,,,,,,,,Published,,,,,
T4-199,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,Hazard of Concern,2384448,Card on Hazards_of_Concern,"column geoid_juris - type+mapped_options+meta_lookup | stored type=""select"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""mun | live type=""multiselect"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""(da","Columns menu > ""geoid_juris"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_juris,Open,,,,,,,,,,Published,,,,,
T4-200,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,(untitled Spreadsheet),2384458,Spreadsheet on R_and_V_Matrix,"column coastal_hazards - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,Open,,,,,,,,,,Published,,,,,
T4-201,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,(untitled Spreadsheet),2384458,Spreadsheet on R_and_V_Matrix,"column extreme_cold - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,Open,,,,,,,,,,Published,,,,,
T4-202,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,Measures Inventory,2384502,Spreadsheet on Mitigation_Measures,"column description - type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,Open,,,,,,,,,,Published,,,,,
T4-203,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,Measures Inventory,2384502,Spreadsheet on Mitigation_Measures,"column coastal - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,Open,,,,,,,,,,Published,,,,,
T4-223,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,Hazard of Concern,2384621,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-224,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,Hazard of Concern,2384621,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-225,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,Hazard of Concern,2384621,Card on Hazards_of_Concern,"column hazard_of_concern - options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,Open,,,,,,,,,,Published,,,,,
T4-226,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,Hazard of Concern,2384621,Card on Hazards_of_Concern,"column geoid_county - meta_lookup | stored meta_lookup=undefined | live meta_lookup=""{\""view_id\"":\""1108098\"",\""keyAttribute\"":\""geoid","Columns menu > ""geoid_county"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_county,Open,,,,,,,,,,Published,,,,,
T4-227,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,Hazard of Concern,2384621,Card on Hazards_of_Concern,"column geoid_juris - type+mapped_options+meta_lookup | stored type=""select"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""mun | live type=""multiselect"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""(da","Columns menu > ""geoid_juris"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_juris,Open,,,,,,,,,,Published,,,,,
T4-228,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,(untitled Spreadsheet),2384631,Spreadsheet on R_and_V_Matrix,"column coastal_hazards - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,Open,,,,,,,,,,Published,,,,,
T4-229,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,(untitled Spreadsheet),2384631,Spreadsheet on R_and_V_Matrix,"column extreme_cold - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,Open,,,,,,,,,,Published,,,,,
T4-230,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,Measures Inventory,2384675,Spreadsheet on Mitigation_Measures,"column description - type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,Open,,,,,,,,,,Published,,,,,
T4-231,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,Measures Inventory,2384675,Spreadsheet on Mitigation_Measures,"column coastal - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,Open,,,,,,,,,,Published,,,,,
T4-232,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Hazard of Concern,2384696,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-233,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Hazard of Concern,2384696,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-234,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Hazard of Concern,2384696,Card on Hazards_of_Concern,"column hazard_of_concern - options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,Open,,,,,,,,,,Published,,,,,
T4-235,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Hazard of Concern,2384696,Card on Hazards_of_Concern,"column geoid_county - meta_lookup | stored meta_lookup=undefined | live meta_lookup=""{\""view_id\"":\""1108098\"",\""keyAttribute\"":\""geoid","Columns menu > ""geoid_county"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_county,Open,,,,,,,,,,Published,,,,,
T4-236,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Hazard of Concern,2384696,Card on Hazards_of_Concern,"column geoid_juris - type+mapped_options+meta_lookup | stored type=""select"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""mun | live type=""multiselect"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""(da","Columns menu > ""geoid_juris"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_juris,Open,,,,,,,,,,Published,,,,,
T4-237,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,(untitled Spreadsheet),2384706,Spreadsheet on R_and_V_Matrix,"column coastal_hazards - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,Open,,,,,,,,,,Published,,,,,
T4-238,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,(untitled Spreadsheet),2384706,Spreadsheet on R_and_V_Matrix,"column extreme_cold - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,Open,,,,,,,,,,Published,,,,,
T4-239,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Measures Inventory,2384750,Spreadsheet on Mitigation_Measures,"column description - type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,Open,,,,,,,,,,Published,,,,,
T4-240,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Measures Inventory,2384750,Spreadsheet on Mitigation_Measures,"column coastal - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,Open,,,,,,,,,,Published,,,,,
T4-241,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,(untitled Spreadsheet),2384781,Spreadsheet on R_and_V_Matrix,"column coastal_hazards - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,Open,,,,,,,,,,Published,,,,,
