Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Section title,Component ID,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes
T4-228,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,(untitled Spreadsheet),2384631,Spreadsheet on R_and_V_Matrix,"column coastal_hazards  -  type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,,,,
T4-229,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,(untitled Spreadsheet),2384631,Spreadsheet on R_and_V_Matrix,"column extreme_cold  -  type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,,,,
T4-230,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,Measures Inventory,2384675,Spreadsheet on Mitigation_Measures,"column description  -  type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,,,,
T4-231,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,Measures Inventory,2384675,Spreadsheet on Mitigation_Measures,"column coastal  -  type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,,,,
T4-232,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Hazard of Concern,2384696,Card on Hazards_of_Concern,"column hazard  -  options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,,,,
T4-233,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Hazard of Concern,2384696,Card on Hazards_of_Concern,"column hazard  -  options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,,,,
T4-234,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Hazard of Concern,2384696,Card on Hazards_of_Concern,"column hazard_of_concern  -  options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,,,,
T4-235,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Hazard of Concern,2384696,Card on Hazards_of_Concern,"column geoid_county  -  meta_lookup | stored meta_lookup=undefined | live meta_lookup=""{\""view_id\"":\""1108098\"",\""keyAttribute\"":\""geoid","Columns menu > ""geoid_county"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_county,,,,
T4-236,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Hazard of Concern,2384696,Card on Hazards_of_Concern,"column geoid_juris  -  type+mapped_options+meta_lookup | stored type=""select"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""mun | live type=""multiselect"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""(da","Columns menu > ""geoid_juris"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_juris,,,,
T4-237,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,(untitled Spreadsheet),2384706,Spreadsheet on R_and_V_Matrix,"column coastal_hazards  -  type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,,,,
T4-238,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,(untitled Spreadsheet),2384706,Spreadsheet on R_and_V_Matrix,"column extreme_cold  -  type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,,,,
T4-239,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Measures Inventory,2384750,Spreadsheet on Mitigation_Measures,"column description  -  type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,,,,
T4-240,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,Measures Inventory,2384750,Spreadsheet on Mitigation_Measures,"column coastal  -  type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,,,,
T4-241,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,(untitled Spreadsheet),2384781,Spreadsheet on R_and_V_Matrix,"column coastal_hazards  -  type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,,,,
T4-242,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,(untitled Spreadsheet),2384781,Spreadsheet on R_and_V_Matrix,"column extreme_cold  -  type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,,,,
T4-243,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,Hazard of Concern,2384771,Card on Hazards_of_Concern,"column hazard  -  options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,,,,
T4-244,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,Hazard of Concern,2384771,Card on Hazards_of_Concern,"column hazard  -  options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,,,,
T4-245,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,Hazard of Concern,2384771,Card on Hazards_of_Concern,"column hazard_of_concern  -  options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,,,,
T4-246,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,Hazard of Concern,2384771,Card on Hazards_of_Concern,"column geoid_county  -  meta_lookup | stored meta_lookup=undefined | live meta_lookup=""{\""view_id\"":\""1108098\"",\""keyAttribute\"":\""geoid","Columns menu > ""geoid_county"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_county,,,,
T4-247,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,Hazard of Concern,2384771,Card on Hazards_of_Concern,"column geoid_juris  -  type+mapped_options+meta_lookup | stored type=""select"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""mun | live type=""multiselect"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""(da","Columns menu > ""geoid_juris"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_juris,,,,
T4-248,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,Measures Inventory,2384825,Spreadsheet on Mitigation_Measures,"column description  -  type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,,,,
T4-249,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,Measures Inventory,2384825,Spreadsheet on Mitigation_Measures,"column coastal  -  type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,,,,
T4-250,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,Hazard of Concern,2384846,Card on Hazards_of_Concern,"column hazard  -  options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,,,,
T4-251,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,Hazard of Concern,2384846,Card on Hazards_of_Concern,"column hazard  -  options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,,,,
T4-252,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,Hazard of Concern,2384846,Card on Hazards_of_Concern,"column hazard_of_concern  -  options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only  -  a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,,,,
